Bel,AteDir,AteDesign,AteClkInst,AteClkPin,FromInst,FromPin,TriInst,TriPin,ToInst,ToPin,ConfigName,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFTDS,OBUFTDS_IOSTANDARD_DIFF_SSTL135_II_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47/N,O,HDIOB_OUTBUF_S_OSTANDARD_DIFF_SSTL135_II_DRIVE_UNUSED_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFTDS,OBUFTDS_IOSTANDARD_DIFF_SSTL135_II_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47/N,O,HDIOB_OUTBUF_S_OSTANDARD_DIFF_SSTL135_II_DRIVE_UNUSED_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFTDS,OBUFTDS_IOSTANDARD_DIFF_SSTL15_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47/N,O,HDIOB_OUTBUF_S_OSTANDARD_DIFF_SSTL15_DRIVE_UNUSED_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFTDS,OBUFTDS_IOSTANDARD_DIFF_SSTL15_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47/N,O,HDIOB_OUTBUF_S_OSTANDARD_DIFF_SSTL15_DRIVE_UNUSED_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFTDS,OBUFTDS_IOSTANDARD_DIFF_SSTL15_II_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47/N,O,HDIOB_OUTBUF_S_OSTANDARD_DIFF_SSTL15_II_DRIVE_UNUSED_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFTDS,OBUFTDS_IOSTANDARD_DIFF_SSTL15_II_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47/N,O,HDIOB_OUTBUF_S_OSTANDARD_DIFF_SSTL15_II_DRIVE_UNUSED_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFTDS,OBUFTDS_IOSTANDARD_DIFF_SSTL18_I_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47/N,O,HDIOB_OUTBUF_S_OSTANDARD_DIFF_SSTL18_I_DRIVE_UNUSED_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFTDS,OBUFTDS_IOSTANDARD_DIFF_SSTL18_I_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47/N,O,HDIOB_OUTBUF_S_OSTANDARD_DIFF_SSTL18_I_DRIVE_UNUSED_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFTDS,OBUFTDS_IOSTANDARD_DIFF_SSTL18_II_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47/N,O,HDIOB_OUTBUF_S_OSTANDARD_DIFF_SSTL18_II_DRIVE_UNUSED_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFTDS,OBUFTDS_IOSTANDARD_DIFF_SSTL18_II_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47/N,O,HDIOB_OUTBUF_S_OSTANDARD_DIFF_SSTL18_II_DRIVE_UNUSED_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS12_DRIVE_4_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS12_DRIVE_4_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS12_DRIVE_4_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS12_DRIVE_4_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS12_DRIVE_8_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS12_DRIVE_8_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS12_DRIVE_8_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS12_DRIVE_8_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS12_DRIVE_12_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS12_DRIVE_12_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS12_DRIVE_12_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS12_DRIVE_12_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS15_DRIVE_4_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS15_DRIVE_4_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS15_DRIVE_4_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS15_DRIVE_4_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS15_DRIVE_8_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS15_DRIVE_8_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS15_DRIVE_8_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS15_DRIVE_8_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS15_DRIVE_12_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS15_DRIVE_12_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS15_DRIVE_12_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS15_DRIVE_12_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS15_DRIVE_16_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS15_DRIVE_16_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS15_DRIVE_16_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS15_DRIVE_16_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS18_DRIVE_4_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS18_DRIVE_4_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS18_DRIVE_4_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS18_DRIVE_4_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS18_DRIVE_8_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS18_DRIVE_8_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS18_DRIVE_8_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS18_DRIVE_8_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS18_DRIVE_12_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS18_DRIVE_12_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS18_DRIVE_12_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS18_DRIVE_12_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS18_DRIVE_16_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS18_DRIVE_16_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS18_DRIVE_16_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS18_DRIVE_16_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS25_DRIVE_4_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS25_DRIVE_4_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS25_DRIVE_4_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS25_DRIVE_4_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS25_DRIVE_8_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS25_DRIVE_8_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS25_DRIVE_8_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS25_DRIVE_8_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS25_DRIVE_12_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS25_DRIVE_12_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS25_DRIVE_12_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS25_DRIVE_12_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS25_DRIVE_16_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS25_DRIVE_16_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS25_DRIVE_16_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS25_DRIVE_16_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS33_DRIVE_4_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS33_DRIVE_4_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS33_DRIVE_4_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS33_DRIVE_4_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS33_DRIVE_8_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS33_DRIVE_8_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS33_DRIVE_8_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS33_DRIVE_8_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS33_DRIVE_12_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS33_DRIVE_12_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS33_DRIVE_12_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS33_DRIVE_12_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS33_DRIVE_16_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS33_DRIVE_16_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVCMOS33_DRIVE_16_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVCMOS33_DRIVE_16_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVTTL_DRIVE_4_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVTTL_DRIVE_4_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVTTL_DRIVE_4_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVTTL_DRIVE_4_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVTTL_DRIVE_8_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVTTL_DRIVE_8_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVTTL_DRIVE_8_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVTTL_DRIVE_8_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVTTL_DRIVE_12_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVTTL_DRIVE_12_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVTTL_DRIVE_12_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVTTL_DRIVE_12_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVTTL_DRIVE_16_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVTTL_DRIVE_16_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_LVTTL_DRIVE_16_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_LVTTL_DRIVE_16_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_HSTL_I_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_HSTL_I_DRIVE_UNUSED_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_HSTL_I_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_HSTL_I_DRIVE_UNUSED_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_HSTL_I_18_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_HSTL_I_18_DRIVE_UNUSED_SLEW_FAST,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_HSTL_I_18_SLEW_SLOW,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_HSTL_I_18_DRIVE_UNUSED_SLEW_SLOW,
HDIOB_OUTBUF_S,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hdio_16t_n1/OBUFT,OBUFT_SLAVE_IOSTANDARD_HSUL_12_SLEW_FAST,my_ibufclk48,clkin48,fd47,Q,fdt48,T,my_obuf47,O,HDIOB_OUTBUF_S_OSTANDARD_HSUL_12_DRIVE_UNUSED_SLEW_FAST,
