Bel,AteDir,AteInputPin,AteDesign,FromInst_HS,FromInst_LP,FromPin,TriInst_HS,TriPin_HS,TriInst_LP,TriPin_LP,ToInst,ToPin,ConfigName,
HPIOB_DPHY_DIFFOUTBUF,/wrk/seg_iob4/diablo/dpeters/simulation/vivado/hpio_16t_n1/OBUFDS_DPHY,clkin65,OBUFDS_DPHY_IOSTANDARD_MIPI_DPHY_DCI,fd_hs64,fd_lp64,Q,fdt_hs65,HSTX_T,fdt_lp65,LPTX_T,my_obuf64,O,HPIOB_DPHY_DIFFOUTBUF_OSTANDARD_MIPI_DPHY_DCI,
