IBANK,CBANK,OBANK,INPINP,INPINN,CLKPIN,OUTPINHS,OUTPINLPP,OUTPINLPN,IOSTANDARD,DESIGN,
64,65,65,IO_L1P_T0L_N0_DBC_64,IO_L1N_T0L_N1_DBC_64,IO_L13P_T2L_N0_GC_QBC_65,IO_L14P_T2L_N2_GC_65,IO_L15P_T2L_N4_AD11P_65,IO_L15N_T2L_N5_AD11N_65,MIPI_DPHY_DCI,IBUFDS_DPHY_IOSTANDARD_MIPI_DPHY_DCI,
