IBANK,TBANK,CBANK,OBANK,INPIN,TSPIN,CLKPIN,OUTPINP,OUTPINN,IOSTANDARD,DESIGN,
65,65,65,64,IO_L14P_T2L_N2_GC_65,IO_L15P_T2L_N4_AD11P_65,IO_L13P_T2L_N0_GC_QBC_65,IO_L1P_T0L_N0_DBC_64,IO_L1N_T0L_N1_DBC_64,MIPI_DPHY_DCI,OBUFDS_DPHY_IOSTANDARD_MIPI_DPHY_DCI
